filename,morph_score,class_raw,class_6,image_path,mask_path,ensemble_idx,pred_path
-0.33_stomatocyte_I000003.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000003.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000003.tif,4,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000003.tif_4.tif
-0.33_stomatocyte_I000004.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000004.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000004.tif,0,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000004.tif_0.tif
-0.33_stomatocyte_I000004.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000004.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000004.tif,1,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000004.tif_1.tif
-0.33_stomatocyte_I000004.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000004.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000004.tif,2,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000004.tif_2.tif
-0.33_stomatocyte_I000004.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000004.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000004.tif,3,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000004.tif_3.tif
-0.33_stomatocyte_I000004.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000004.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000004.tif,4,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000004.tif_4.tif
-0.33_stomatocyte_I000005.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000005.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000005.tif,0,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000005.tif_0.tif
-0.33_stomatocyte_I000005.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000005.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000005.tif,1,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000005.tif_1.tif
-0.33_stomatocyte_I000005.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000005.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000005.tif,2,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000005.tif_2.tif
-0.33_stomatocyte_I000005.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000005.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000005.tif,3,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000005.tif_3.tif
-0.33_stomatocyte_I000005.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000005.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000005.tif,4,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000005.tif_4.tif
-0.33_stomatocyte_I000006.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000006.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000006.tif,0,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000006.tif_0.tif
-0.33_stomatocyte_I000006.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000006.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000006.tif,1,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000006.tif_1.tif
-0.33_stomatocyte_I000006.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000006.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000006.tif,2,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000006.tif_2.tif
-0.33_stomatocyte_I000006.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000006.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000006.tif,3,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000006.tif_3.tif
-0.33_stomatocyte_I000006.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000006.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000006.tif,4,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000006.tif_4.tif
-0.33_stomatocyte_I000007.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000007.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000007.tif,0,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000007.tif_0.tif
-0.33_stomatocyte_I000007.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000007.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000007.tif,1,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000007.tif_1.tif
-0.33_stomatocyte_I000007.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000007.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000007.tif,2,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000007.tif_2.tif
-0.33_stomatocyte_I000007.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000007.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000007.tif,3,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000007.tif_3.tif
-0.33_stomatocyte_I000007.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000007.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000007.tif,4,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000007.tif_4.tif
-0.33_stomatocyte_I000008.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000008.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000008.tif,0,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000008.tif_0.tif
-0.33_stomatocyte_I000008.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000008.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000008.tif,1,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000008.tif_1.tif
-0.33_stomatocyte_I000008.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000008.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000008.tif,2,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000008.tif_2.tif
-0.33_stomatocyte_I000008.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000008.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000008.tif,3,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000008.tif_3.tif
-0.33_stomatocyte_I000008.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000008.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000008.tif,4,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000008.tif_4.tif
-0.33_stomatocyte_I000009.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000009.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000009.tif,0,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000009.tif_0.tif
-0.33_stomatocyte_I000009.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000009.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000009.tif,1,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000009.tif_1.tif
-0.33_stomatocyte_I000009.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000009.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000009.tif,2,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000009.tif_2.tif
-0.33_stomatocyte_I000009.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000009.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000009.tif,3,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000009.tif_3.tif
-0.33_stomatocyte_I000009.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000009.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000009.tif,4,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000009.tif_4.tif
-0.33_stomatocyte_I000010.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000010.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000010.tif,0,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000010.tif_0.tif
-0.33_stomatocyte_I000010.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000010.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000010.tif,1,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000010.tif_1.tif
-0.33_stomatocyte_I000010.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000010.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000010.tif,2,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000010.tif_2.tif
-0.33_stomatocyte_I000010.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000010.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000010.tif,3,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000010.tif_3.tif
-0.33_stomatocyte_I000010.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000010.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000010.tif,4,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000010.tif_4.tif
-0.33_stomatocyte_I000011.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000011.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000011.tif,0,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000011.tif_0.tif
-0.33_stomatocyte_I000011.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000011.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000011.tif,1,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000011.tif_1.tif
-0.33_stomatocyte_I000011.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000011.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000011.tif,2,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000011.tif_2.tif
-0.33_stomatocyte_I000011.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000011.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000011.tif,3,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000011.tif_3.tif
-0.33_stomatocyte_I000011.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000011.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000011.tif,4,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000011.tif_4.tif
-0.33_stomatocyte_I000012.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000012.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000012.tif,0,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000012.tif_0.tif
